Company,Position,Location,URL
네이버클라우드,[NAVER Cloud] Vision LLM 모델 개발 위한 데이터 업무 인턴십 (체험형)의 전체 세부 정보,('성남 분당구', {'https://kr.indeed.com//rc/clk?jk=fb9e59b8a90419fe&bb=92f3WfFGXK3RcNOn0WFpOfMtQ9ydUJc3NbKZXW9Mc2S_4xrMAvuRP4CHK4lJu2qd&xkcb=SoD-67M3HhZEkvRBSJ0LbzkdCdPP&fccid=54815931228b42c0&vjs=3'})
라이트비전,AI 연구개발자 전문연구요원(병역특례)의 전체 세부 정보,('서울 성동구', {'https://kr.indeed.com//rc/clk?jk=6294b618df66c2aa&bb=EmEGzfzEaZV7MbEimgW1uinh9FgxfLMCVu162UaAgrTPHgToEaay-8tMC7KrSD7t&xkcb=SoAP67M3HhZEkvxBSJ0KbzkdCdPP&fccid=e391d8e930358bac&vjs=3'})
코어포인트,백엔드(Back-end) 개발(유관경력 5년 이상)  리딩 뷰티 기업의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=e232cb4738319f45&bb=EmEGzfzEaZVPQdvqcQIAulTHplpXLchabUudVc0SRWR3vAk-O7vzfjNdvKJqoJc7&xkcb=SoCo67M3HhZEkvxBSJ0PbzkdCdPP&fccid=a71819ff34fb2d90&vjs=3'})
한화그룹,AI SW 개발-NLP 경력 채용의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=9555d35f27eec3bf&bb=2UDGKvIABrOkaLDLiadpeei9syKSfdd6KioUZdirFEJLWtEDGEpWMWYqXdGxoc2z&xkcb=SoA167M3HhZEkuRBSJ0LbzkdCdPP&fccid=bd0dc1817223394f&vjs=3'})
에스에프인촌,클라우드(서버) 백엔드 개발 경력인재 - 글로벌 전자 우량대기업의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=75748f2643b4ad08&bb=2UDGKvIABrM78Hlk_CxvUGIRgHtjX_tlRpx8jnCmDlMVGZmyZaUtEWXgGUQtRd2Y&xkcb=SoCo67M3HhZEkuRBSJ0IbzkdCdPP&fccid=629bf66c8ed71fe3&vjs=3'})
BOEING,Machine Learning Researcher (Computer Vision)의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=488af8c351d5faf6&bb=m5mgoWy55qwuyP8jUynUSCBFeTJjBa2yWFalVmaOwl9cZid4OHD0gQFWiIxDprwe&xkcb=SoBw67M3HhZEkuxBSJ0LbzkdCdPP&fccid=edae4285faf6c2f0&vjs=3'})
서울로보틱스,Software Engineer - Motion Planning and Control의 전체 세부 정보,('서울 서초구', {'https://kr.indeed.com//rc/clk?jk=82b2c46e6b7a6f64&bb=m5mgoWy55qzpXFQC3zO2QcRelSr9gcloJ4oTOBri7Sp2Dp5A4Hid92o974O7ujTP&xkcb=SoBZ67M3HhZEkuxBSJ0JbzkdCdPP&fccid=e5516ef2ea4947f5&vjs=3'})
카이어,인공지능 솔루션 (AI Solution) 개발의 전체 세부 정보,('서울 서초구', {'https://kr.indeed.com//rc/clk?jk=891485cc2a8e6779&bb=m5mgoWy55qzqpLR8j2uGYmYwreGdFtgnoF_xb-QCiWc85dUNd7KzTex6Szo1fOTE&xkcb=SoBj67M3HhZEkuxBSJ0PbzkdCdPP&fccid=908ef26c4dd7595f&vjs=3'})
에스에프인촌,데이터 엔지니어 - 글로벌 전자 우량대기업의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=657c806b21f89ca1&bb=m5mgoWy55qxHE3vcknDTuCeCPikhGXFFVpX_xQr94OaXyXQALt5enDq1mRynVJ7m&xkcb=SoBK67M3HhZEkuxBSJ0NbzkdCdPP&fccid=629bf66c8ed71fe3&vjs=3'})
에이치알니즈,[대기업] 데이터분석가 경력 (대리~과장급 2명)의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=b2eb1fe78ff9ee5f&bb=yaqko-w4sFESlRJgMewlWQhXJSGRRqv24vcuDlil0hHW0IG5aCLuH00LA7_CHaZk&xkcb=SoBy67M3HhZEkpRBSJ0KbzkdCdPP&fccid=b8c1027d6dda0525&vjs=3'})
라피플코리아리미티드,국내 대기업 계열사 - 마케팅 데이터분석 및 CRM 담당자의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=384938caaf89c494&bb=yaqko-w4sFFM6N_WEItcPxNieTauadzp9iOKFjvzKPc0IkhjZ0-tEr-i8qMT6Xan&xkcb=SoBb67M3HhZEkpRBSJ0IbzkdCdPP&fccid=28f5722fca6f5b12&vjs=3'})
(주)스마트모빌러티 관심기업,Python 분석 인원 정규직 채용의 전체 세부 정보,('서울 휘경동', {'https://kr.indeed.com//rc/clk?jk=5e761f105a377ae8&bb=vnX1ummLj4VqePyIsPL_K9gyV2_6po0TdCkIHH8jidFMv2aC9LgLBJCqLHKsP7C2&xkcb=SoCq67M3HhZEkpxBSJ0JbzkdCdPP&fccid=307824036b9dcb17&vjs=3'})
와이즈텍,백엔드개발자  모바일앱 개발자  블록체인 개발자 신입의 전체 세부 정보,('서울 용산구', {'https://kr.indeed.com//rc/clk?jk=52049395e06b34cb&bb=vnX1ummLj4WNVQmjQpUbmt0MVH3IaRoAH2Q8Bx55EQMWnSTEPEkbC2yGsgC0nX9d&xkcb=SoCQ67M3HhZEkpxBSJ0PbzkdCdPP&fccid=8b01882cef0e8002&vjs=3'})
인텔코리아,JR0192526 SW engineer intern의 전체 세부 정보,('서울', {'https://kr.indeed.com//rc/clk?jk=83f4939522ffaa68&bb=ohve8fejKmM-3-eK1LqcqfbhF0oqWSfdxA78khWIDpQP_AfaWP7NzMqVhEETcR2b&xkcb=SoC567M3HhZEkoRBSJ0KbzkdCdPP&fccid=ded06d6a6799d929&vjs=3'})
파인트리파트너스 주식회사 관심기업,SQL  Python 기반 Data Engineer(경력직) 채용의 전체 세부 정보,('서울 도화동', {'https://kr.indeed.com//rc/clk?jk=1720b452301b54aa&bb=ohve8fejKmNYD6_vuOh9ipGx7124gKElfnZK8qHwuvq5cw-fwGanlLiSIZBZm8h0&xkcb=SoCq67M3HhZEkoRBSJ0ObzkdCdPP&fccid=4c458be029af0a85&vjs=3'})
OpenCraft,Senior Open Source Developer & DevOps (Python  Django  React  AWS/OpenStack),('Anywhere in the World', {'https://weworkremotely.com/remote-jobs/opencraft-senior-open-source-developer-devops-python-django-react-aws-openstack'})
